instance_id,repo,base_commit,parsed_patch
pytest-dev__pytest-7490,pytest-dev/pytest,7f7a36478abe7dd1fa993b115d22606aa0e35e88,"{""diff_locs"":[{""file"":""src/_pytest/skipping.py"",""diff_nodes"":[{""node_name"":""pytest_runtest_setup"",""node_type"":""FunctionDef"",""lineno"":233,""end_lineno"":244}],""lineno"":234,""end_lineno"":235},{""file"":""src/_pytest/skipping.py"",""diff_nodes"":[{""node_name"":""pytest_runtest_setup"",""node_type"":""FunctionDef"",""lineno"":233,""end_lineno"":244}],""lineno"":236,""end_lineno"":236},{""file"":""src/_pytest/skipping.py"",""diff_nodes"":[{""node_name"":""pytest_runtest_setup"",""node_type"":""FunctionDef"",""lineno"":233,""end_lineno"":244}],""lineno"":238,""end_lineno"":238},{""file"":""src/_pytest/skipping.py"",""diff_nodes"":[{""node_name"":""pytest_runtest_setup"",""node_type"":""FunctionDef"",""lineno"":233,""end_lineno"":244}],""lineno"":241,""end_lineno"":244},{""file"":""src/_pytest/skipping.py"",""diff_nodes"":[{""node_name"":""pytest_runtest_call"",""node_type"":""FunctionDef"",""lineno"":248,""end_lineno"":257}],""lineno"":253,""end_lineno"":255},{""file"":""src/_pytest/skipping.py"",""diff_nodes"":[{""node_name"":""pytest_runtest_call"",""node_type"":""FunctionDef"",""lineno"":248,""end_lineno"":257}],""lineno"":257,""end_lineno"":257}]}"
scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,b90661d6a46aa3619d3eec94d5281f5888add501,"{""diff_locs"":[{""file"":""sklearn/linear_model/ridge.py"",""diff_nodes"":[{""node_name"":""RidgeCV"",""node_type"":""ClassDef"",""lineno"":1147,""end_lineno"":1244}],""lineno"":1215,""end_lineno"":1216},{""file"":""sklearn/linear_model/ridge.py"",""diff_nodes"":[{""node_name"":""RidgeCV"",""node_type"":""ClassDef"",""lineno"":1147,""end_lineno"":1244}],""lineno"":1223,""end_lineno"":1226},{""file"":""sklearn/linear_model/ridge.py"",""diff_nodes"":[{""node_name"":""RidgeClassifierCV"",""node_type"":""ClassDef"",""lineno"":1247,""end_lineno"":1381}],""lineno"":1302,""end_lineno"":1302},{""file"":""sklearn/linear_model/ridge.py"",""diff_nodes"":[{""node_name"":""RidgeClassifierCV"",""node_type"":""ClassDef"",""lineno"":1247,""end_lineno"":1381}],""lineno"":1306,""end_lineno"":1311},{""file"":""sklearn/linear_model/ridge.py"",""diff_nodes"":[{""node_name"":""RidgeClassifierCV"",""node_type"":""ClassDef"",""lineno"":1247,""end_lineno"":1381},{""node_name"":""__init__"",""node_type"":""FunctionDef"",""lineno"":1335,""end_lineno"":1340}],""lineno"":1336,""end_lineno"":1336},{""file"":""sklearn/linear_model/ridge.py"",""diff_nodes"":[{""node_name"":""RidgeClassifierCV"",""node_type"":""ClassDef"",""lineno"":1247,""end_lineno"":1381},{""node_name"":""__init__"",""node_type"":""FunctionDef"",""lineno"":1335,""end_lineno"":1340}],""lineno"":1339,""end_lineno"":1339}]}"
scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,1c8668b0a021832386470ddf740d834e02c66f69,"{""diff_locs"":[{""file"":""sklearn/mixture/base.py"",""diff_nodes"":[{""node_name"":""BaseMixture"",""node_type"":""ClassDef"",""lineno"":64,""end_lineno"":536},{""node_name"":""fit_predict"",""node_type"":""FunctionDef"",""lineno"":194,""end_lineno"":276}],""lineno"":260,""end_lineno"":264},{""file"":""sklearn/mixture/base.py"",""diff_nodes"":[{""node_name"":""BaseMixture"",""node_type"":""ClassDef"",""lineno"":64,""end_lineno"":536},{""node_name"":""fit_predict"",""node_type"":""FunctionDef"",""lineno"":194,""end_lineno"":276}],""lineno"":274,""end_lineno"":274}]}"
scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,a62775e99f2a5ea3d51db7160fad783f6cd8a4c5,"{""diff_locs"":[{""file"":""sklearn/pipeline.py"",""diff_nodes"":[{""node_name"":""Pipeline"",""node_type"":""ClassDef"",""lineno"":29,""end_lineno"":562}],""lineno"":200,""end_lineno"":200}]}"
scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,3aefc834dce72e850bff48689bea3c7dff5f3fad,"{""diff_locs"":[{""file"":""sklearn/ensemble/iforest.py"",""diff_nodes"":[{""node_name"":""IsolationForest"",""node_type"":""ClassDef"",""lineno"":29,""end_lineno"":474}],""lineno"":121,""end_lineno"":121},{""file"":""sklearn/ensemble/iforest.py"",""diff_nodes"":[{""node_name"":""IsolationForest"",""node_type"":""ClassDef"",""lineno"":29,""end_lineno"":474},{""node_name"":""__init__"",""node_type"":""FunctionDef"",""lineno"":167,""end_lineno"":193}],""lineno"":176,""end_lineno"":176},{""file"":""sklearn/ensemble/iforest.py"",""diff_nodes"":[{""node_name"":""IsolationForest"",""node_type"":""ClassDef"",""lineno"":29,""end_lineno"":474},{""node_name"":""__init__"",""node_type"":""FunctionDef"",""lineno"":167,""end_lineno"":193}],""lineno"":187,""end_lineno"":187}]}"
scikit-learn__scikit-learn-13779,scikit-learn/scikit-learn,b34751b7ed02b2cfcc36037fb729d4360480a299,"{""diff_locs"":[{""file"":""sklearn/ensemble/voting.py"",""diff_nodes"":[{""node_name"":""_BaseVoting"",""node_type"":""ClassDef"",""lineno"":39,""end_lineno"":135},{""node_name"":""fit"",""node_type"":""FunctionDef"",""lineno"":64,""end_lineno"":101}],""lineno"":80,""end_lineno"":80}]}"
scikit-learn__scikit-learn-14087,scikit-learn/scikit-learn,a5743ed36fbd3fbc8e351bdab16561fbfca7dfa1,"{""diff_locs"":[{""file"":""sklearn/linear_model/logistic.py"",""diff_nodes"":[{""node_name"":""LogisticRegressionCV"",""node_type"":""ClassDef"",""lineno"":1670,""end_lineno"":2246},{""node_name"":""fit"",""node_type"":""FunctionDef"",""lineno"":1936,""end_lineno"":2212}],""lineno"":2173,""end_lineno"":2173},{""file"":""sklearn/linear_model/logistic.py"",""diff_nodes"":[{""node_name"":""LogisticRegressionCV"",""node_type"":""ClassDef"",""lineno"":1670,""end_lineno"":2246},{""node_name"":""fit"",""node_type"":""FunctionDef"",""lineno"":1936,""end_lineno"":2212}],""lineno"":2183,""end_lineno"":2184}]}"
scikit-learn__scikit-learn-14894,scikit-learn/scikit-learn,fdbaa58acbead5a254f2e6d597dc1ab3b947f4c6,"{""diff_locs"":[{""file"":""sklearn/svm/base.py"",""diff_nodes"":[{""node_name"":""BaseLibSVM"",""node_type"":""ClassDef"",""lineno"":58,""end_lineno"":500},{""node_name"":""_sparse_fit"",""node_type"":""FunctionDef"",""lineno"":261,""end_lineno"":294}],""lineno"":290,""end_lineno"":294}]}"
scikit-learn__scikit-learn-14983,scikit-learn/scikit-learn,06632c0d185128a53c57ccc73b25b6408e90bb89,"{""diff_locs"":[{""file"":""sklearn/model_selection/_split.py"",""diff_nodes"":[{""node_name"":""_RepeatedSplits"",""node_type"":""ClassDef"",""lineno"":1066,""end_lineno"":1164}],""lineno"":1164,""end_lineno"":1164},{""file"":""sklearn/model_selection/_split.py"",""diff_nodes"":[{""node_name"":""_build_repr"",""node_type"":""FunctionDef"",""lineno"":2138,""end_lineno"":2168}],""lineno"":2160,""end_lineno"":2160}]}"
scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,2c867b8f822eb7a684f0d5c4359e4426e1c9cfe0,"{""diff_locs"":[{""file"":""sklearn/utils/_set_output.py"",""diff_nodes"":[{""node_name"":""_wrap_in_pandas_container"",""node_type"":""FunctionDef"",""lineno"":10,""end_lineno"":62}],""lineno"":37,""end_lineno"":37},{""file"":""sklearn/utils/_set_output.py"",""diff_nodes"":[{""node_name"":""_wrap_in_pandas_container"",""node_type"":""FunctionDef"",""lineno"":10,""end_lineno"":62}],""lineno"":58,""end_lineno"":59}]}"
sphinx-doc__sphinx-11445,sphinx-doc/sphinx,71db08c05197545944949d5aa76cd340e7143627,"{""diff_locs"":[{""file"":""sphinx/util/rst.py"",""diff_nodes"":[],""lineno"":12,""end_lineno"":12},{""file"":""sphinx/util/rst.py"",""diff_nodes"":[],""lineno"":15,""end_lineno"":15},{""file"":""sphinx/util/rst.py"",""diff_nodes"":[],""lineno"":20,""end_lineno"":25},{""file"":""sphinx/util/rst.py"",""diff_nodes"":[],""lineno"":28,""end_lineno"":28},{""file"":""sphinx/util/rst.py"",""diff_nodes"":[{""node_name"":""prepend_prolog"",""node_type"":""FunctionDef"",""lineno"":78,""end_lineno"":97}],""lineno"":83,""end_lineno"":83},{""file"":""sphinx/util/rst.py"",""diff_nodes"":[{""node_name"":""prepend_prolog"",""node_type"":""FunctionDef"",""lineno"":78,""end_lineno"":97}],""lineno"":93,""end_lineno"":93}]}"
sphinx-doc__sphinx-8595,sphinx-doc/sphinx,b19bce971e82f2497d67fdacdeca8db08ae0ba56,"{""diff_locs"":[{""file"":""sphinx/ext/autodoc/__init__.py"",""diff_nodes"":[{""node_name"":""ModuleDocumenter"",""node_type"":""ClassDef"",""lineno"":971,""end_lineno"":1117},{""node_name"":""get_object_members"",""node_type"":""FunctionDef"",""lineno"":1074,""end_lineno"":1098}],""lineno"":1077,""end_lineno"":1077}]}"
sphinx-doc__sphinx-8721,sphinx-doc/sphinx,82ef497a8c88f0f6e50d84520e7276bfbf65025d,"{""diff_locs"":[{""file"":""sphinx/ext/viewcode.py"",""diff_nodes"":[{""node_name"":""collect_pages"",""node_type"":""FunctionDef"",""lineno"":181,""end_lineno"":276}],""lineno"":184,""end_lineno"":184}]}"
sympy__sympy-12419,sympy/sympy,479939f8c65c8c2908bbedc959549a257a7c0b0b,"{""diff_locs"":[{""file"":""sympy/matrices/expressions/matexpr.py"",""diff_nodes"":[],""lineno"":5,""end_lineno"":5},{""file"":""sympy/matrices/expressions/matexpr.py"",""diff_nodes"":[],""lineno"":9,""end_lineno"":9},{""file"":""sympy/matrices/expressions/matexpr.py"",""diff_nodes"":[{""node_name"":""MatrixElement"",""node_type"":""ClassDef"",""lineno"":342,""end_lineno"":379},{""node_name"":""_eval_derivative"",""node_type"":""FunctionDef"",""lineno"":368,""end_lineno"":379}],""lineno"":378,""end_lineno"":378},{""file"":""sympy/matrices/expressions/matexpr.py"",""diff_nodes"":[{""node_name"":""Identity"",""node_type"":""ClassDef"",""lineno"":439,""end_lineno"":485},{""node_name"":""_entry"",""node_type"":""FunctionDef"",""lineno"":478,""end_lineno"":482}],""lineno"":479,""end_lineno"":479},{""file"":""sympy/matrices/expressions/matexpr.py"",""diff_nodes"":[{""node_name"":""Identity"",""node_type"":""ClassDef"",""lineno"":439,""end_lineno"":485},{""node_name"":""_entry"",""node_type"":""FunctionDef"",""lineno"":478,""end_lineno"":482}],""lineno"":481,""end_lineno"":481},{""file"":""sympy/matrices/expressions/matexpr.py"",""diff_nodes"":[{""node_name"":""Identity"",""node_type"":""ClassDef"",""lineno"":439,""end_lineno"":485}],""lineno"":482,""end_lineno"":482}]}"
sympy__sympy-12481,sympy/sympy,c807dfe7569692cad24f02a08477b70c1679a4dd,"{""diff_locs"":[{""file"":""sympy/combinatorics/permutations.py"",""diff_nodes"":[{""node_name"":""Permutation"",""node_type"":""ClassDef"",""lineno"":464,""end_lineno"":2799},{""node_name"":""__new__"",""node_type"":""FunctionDef"",""lineno"":801,""end_lineno"":929}],""lineno"":898,""end_lineno"":903}]}"
sympy__sympy-13031,sympy/sympy,2dfa7457f20ee187fbb09b5b6a1631da4458388c,"{""diff_locs"":[{""file"":""sympy/matrices/sparse.py"",""diff_nodes"":[{""node_name"":""MutableSparseMatrix"",""node_type"":""ClassDef"",""lineno"":847,""end_lineno"":1299},{""node_name"":""col_join"",""node_type"":""FunctionDef"",""lineno"":949,""end_lineno"":1007}],""lineno"":988,""end_lineno"":989},{""file"":""sympy/matrices/sparse.py"",""diff_nodes"":[{""node_name"":""MutableSparseMatrix"",""node_type"":""ClassDef"",""lineno"":847,""end_lineno"":1299},{""node_name"":""row_join"",""node_type"":""FunctionDef"",""lineno"":1159,""end_lineno"":1213}],""lineno"":1194,""end_lineno"":1195}]}"
sympy__sympy-13480,sympy/sympy,f57fe3f4b3f2cab225749e1b3b38ae1bf80b62f0,"{""diff_locs"":[{""file"":""sympy/functions/elementary/hyperbolic.py"",""diff_nodes"":[{""node_name"":""coth"",""node_type"":""ClassDef"",""lineno"":537,""end_lineno"":667},{""node_name"":""eval"",""node_type"":""FunctionDef"",""lineno"":557,""end_lineno"":607}],""lineno"":590,""end_lineno"":590}]}"
sympy__sympy-13647,sympy/sympy,67e3c956083d0128a621f65ee86a7dacd4f9f19f,"{""diff_locs"":[{""file"":""sympy/matrices/common.py"",""diff_nodes"":[{""node_name"":""MatrixShaping"",""node_type"":""ClassDef"",""lineno"":73,""end_lineno"":604},{""node_name"":""_eval_col_insert"",""node_type"":""FunctionDef"",""lineno"":81,""end_lineno"":92},{""node_name"":""entry"",""node_type"":""FunctionDef"",""lineno"":84,""end_lineno"":89}],""lineno"":89,""end_lineno"":89}]}"
sympy__sympy-15345,sympy/sympy,9ef28fba5b4d6d0168237c9c005a550e6dc27d81,"{""diff_locs"":[{""file"":""sympy/printing/mathematica.py"",""diff_nodes"":[],""lineno"":34,""end_lineno"":34},{""file"":""sympy/printing/mathematica.py"",""diff_nodes"":[{""node_name"":""MCodePrinter"",""node_type"":""ClassDef"",""lineno"":38,""end_lineno"":117}],""lineno"":102,""end_lineno"":102}]}"
sympy__sympy-16792,sympy/sympy,09786a173e7a0a488f46dd6000177c23e5d24eed,"{""diff_locs"":[{""file"":""sympy/utilities/codegen.py"",""diff_nodes"":[{""node_name"":""CodeGen"",""node_type"":""ClassDef"",""lineno"":539,""end_lineno"":841},{""node_name"":""routine"",""node_type"":""FunctionDef"",""lineno"":577,""end_lineno"":745}],""lineno"":697,""end_lineno"":697},{""file"":""sympy/utilities/codegen.py"",""diff_nodes"":[{""node_name"":""CodeGen"",""node_type"":""ClassDef"",""lineno"":539,""end_lineno"":841},{""node_name"":""routine"",""node_type"":""FunctionDef"",""lineno"":577,""end_lineno"":745}],""lineno"":706,""end_lineno"":706},{""file"":""sympy/utilities/codegen.py"",""diff_nodes"":[{""node_name"":""CodeGen"",""node_type"":""ClassDef"",""lineno"":539,""end_lineno"":841},{""node_name"":""routine"",""node_type"":""FunctionDef"",""lineno"":577,""end_lineno"":745}],""lineno"":708,""end_lineno"":710},{""file"":""sympy/utilities/codegen.py"",""diff_nodes"":[{""node_name"":""CodeGen"",""node_type"":""ClassDef"",""lineno"":539,""end_lineno"":841},{""node_name"":""routine"",""node_type"":""FunctionDef"",""lineno"":577,""end_lineno"":745}],""lineno"":742,""end_lineno"":742}]}"
sympy__sympy-17139,sympy/sympy,1d3327b8e90a186df6972991963a5ae87053259d,"{""diff_locs"":[{""file"":""sympy/simplify/fu.py"",""diff_nodes"":[{""node_name"":""_TR56"",""node_type"":""FunctionDef"",""lineno"":470,""end_lineno"":524},{""node_name"":""_f"",""node_type"":""FunctionDef"",""lineno"":496,""end_lineno"":522}],""lineno"":502,""end_lineno"":502}]}"
sympy__sympy-17630,sympy/sympy,58e78209c8577b9890e957b624466e5beed7eb08,"{""diff_locs"":[{""file"":""sympy/matrices/expressions/matexpr.py"",""diff_nodes"":[{""node_name"":""get_postprocessor"",""node_type"":""FunctionDef"",""lineno"":597,""end_lineno"":631},{""node_name"":""_postprocessor"",""node_type"":""FunctionDef"",""lineno"":598,""end_lineno"":630}],""lineno"":628,""end_lineno"":628}]}"
sympy__sympy-17655,sympy/sympy,f5e965947af2410ded92cfad987aaf45262ea434,"{""diff_locs"":[{""file"":""sympy/geometry/point.py"",""diff_nodes"":[{""node_name"":""Point"",""node_type"":""ClassDef"",""lineno"":41,""end_lineno"":855}],""lineno"":279,""end_lineno"":279}]}"
sympy__sympy-18189,sympy/sympy,1923822ddf8265199dbd9ef9ce09641d3fd042b9,"{""diff_locs"":[{""file"":""sympy/solvers/diophantine.py"",""diff_nodes"":[{""node_name"":""diophantine"",""node_type"":""FunctionDef"",""lineno"":101,""end_lineno"":351}],""lineno"":185,""end_lineno"":185}]}"
sympy__sympy-18199,sympy/sympy,ba80d1e493f21431b4bf729b3e0452cd47eb9566,"{""diff_locs"":[{""file"":""sympy/ntheory/residue_ntheory.py"",""diff_nodes"":[],""lineno"":4,""end_lineno"":4},{""file"":""sympy/ntheory/residue_ntheory.py"",""diff_nodes"":[],""lineno"":743,""end_lineno"":743},{""file"":""sympy/ntheory/residue_ntheory.py"",""diff_nodes"":[{""node_name"":""nthroot_mod"",""node_type"":""FunctionDef"",""lineno"":746,""end_lineno"":807}],""lineno"":773,""end_lineno"":773},{""file"":""sympy/ntheory/residue_ntheory.py"",""diff_nodes"":[{""node_name"":""nthroot_mod"",""node_type"":""FunctionDef"",""lineno"":746,""end_lineno"":807}],""lineno"":776,""end_lineno"":778}]}"
sympy__sympy-18698,sympy/sympy,3dff1b98a78f28c953ae2140b69356b8391e399c,"{""diff_locs"":[{""file"":""sympy/polys/polytools.py"",""diff_nodes"":[],""lineno"":5,""end_lineno"":5},{""file"":""sympy/polys/polytools.py"",""diff_nodes"":[{""node_name"":""_symbolic_factor_list"",""node_type"":""FunctionDef"",""lineno"":5898,""end_lineno"":5953}],""lineno"":5908,""end_lineno"":5911},{""file"":""sympy/polys/polytools.py"",""diff_nodes"":[{""node_name"":""_symbolic_factor_list"",""node_type"":""FunctionDef"",""lineno"":5898,""end_lineno"":5953}],""lineno"":5951,""end_lineno"":5951}]}"
sympy__sympy-20154,sympy/sympy,bdb49c4abfb35554a3c8ce761696ffff3bb837fe,"{""diff_locs"":[{""file"":""sympy/utilities/iterables.py"",""diff_nodes"":[{""node_name"":""partitions"",""node_type"":""FunctionDef"",""lineno"":1696,""end_lineno"":1847}],""lineno"":1741,""end_lineno"":1755},{""file"":""sympy/utilities/iterables.py"",""diff_nodes"":[{""node_name"":""partitions"",""node_type"":""FunctionDef"",""lineno"":1696,""end_lineno"":1847}],""lineno"":1805,""end_lineno"":1805},{""file"":""sympy/utilities/iterables.py"",""diff_nodes"":[{""node_name"":""partitions"",""node_type"":""FunctionDef"",""lineno"":1696,""end_lineno"":1847}],""lineno"":1807,""end_lineno"":1807},{""file"":""sympy/utilities/iterables.py"",""diff_nodes"":[{""node_name"":""partitions"",""node_type"":""FunctionDef"",""lineno"":1696,""end_lineno"":1847}],""lineno"":1845,""end_lineno"":1845},{""file"":""sympy/utilities/iterables.py"",""diff_nodes"":[{""node_name"":""partitions"",""node_type"":""FunctionDef"",""lineno"":1696,""end_lineno"":1847}],""lineno"":1847,""end_lineno"":1847}]}"
sympy__sympy-20590,sympy/sympy,cffd4e0f86fefd4802349a9f9b19ed70934ea354,"{""diff_locs"":[{""file"":""sympy/core/_print_helpers.py"",""diff_nodes"":[{""node_name"":""Printable"",""node_type"":""ClassDef"",""lineno"":8,""end_lineno"":60}],""lineno"":18,""end_lineno"":18}]}"
sympy__sympy-21379,sympy/sympy,624217179aaf8d094e6ff75b7493ad1ee47599b0,"{""diff_locs"":[{""file"":""sympy/core/mod.py"",""diff_nodes"":[{""node_name"":""Mod"",""node_type"":""ClassDef"",""lineno"":6,""end_lineno"":239},{""node_name"":""eval"",""node_type"":""FunctionDef"",""lineno"":38,""end_lineno"":221}],""lineno"":42,""end_lineno"":42},{""file"":""sympy/core/mod.py"",""diff_nodes"":[{""node_name"":""Mod"",""node_type"":""ClassDef"",""lineno"":6,""end_lineno"":239},{""node_name"":""eval"",""node_type"":""FunctionDef"",""lineno"":38,""end_lineno"":221}],""lineno"":169,""end_lineno"":172}]}"
sympy__sympy-21612,sympy/sympy,b4777fdcef467b7132c055f8ac2c9a5059e6a145,"{""diff_locs"":[{""file"":""sympy/printing/str.py"",""diff_nodes"":[{""node_name"":""StrPrinter"",""node_type"":""ClassDef"",""lineno"":18,""end_lineno"":947},{""node_name"":""_print_Mul"",""node_type"":""FunctionDef"",""lineno"":249,""end_lineno"":363}],""lineno"":336,""end_lineno"":336}]}"
sympy__sympy-21847,sympy/sympy,d9b18c518d64d0ebe8e35a98c2fb519938b9b151,"{""diff_locs"":[{""file"":""sympy/polys/monomials.py"",""diff_nodes"":[{""node_name"":""itermonomials"",""node_type"":""FunctionDef"",""lineno"":15,""end_lineno"":152}],""lineno"":130,""end_lineno"":130},{""file"":""sympy/polys/monomials.py"",""diff_nodes"":[{""node_name"":""itermonomials"",""node_type"":""FunctionDef"",""lineno"":15,""end_lineno"":152}],""lineno"":142,""end_lineno"":142}]}"
sympy__sympy-22714,sympy/sympy,3ff4717b6aef6086e78f01cdfa06f64ae23aed7e,"{""diff_locs"":[{""file"":""sympy/geometry/point.py"",""diff_nodes"":[{""node_name"":""Point"",""node_type"":""ClassDef"",""lineno"":42,""end_lineno"":857},{""node_name"":""__new__"",""node_type"":""FunctionDef"",""lineno"":109,""end_lineno"":179}],""lineno"":155,""end_lineno"":155}]}"
sympy__sympy-23262,sympy/sympy,fdc707f73a65a429935c01532cd3970d3355eab6,"{""diff_locs"":[{""file"":""sympy/utilities/lambdify.py"",""diff_nodes"":[{""node_name"":""_recursive_to_string"",""node_type"":""FunctionDef"",""lineno"":948,""end_lineno"":968}],""lineno"":959,""end_lineno"":959},{""file"":""sympy/utilities/lambdify.py"",""diff_nodes"":[{""node_name"":""_recursive_to_string"",""node_type"":""FunctionDef"",""lineno"":948,""end_lineno"":968}],""lineno"":961,""end_lineno"":961}]}"
sympy__sympy-24066,sympy/sympy,514579c655bf22e2af14f0743376ae1d7befe345,"{""diff_locs"":[{""file"":""sympy/physics/units/unitsystem.py"",""diff_nodes"":[{""node_name"":""UnitSystem"",""node_type"":""ClassDef"",""lineno"":18,""end_lineno"":206},{""node_name"":""_collect_factor_and_dimension"",""node_type"":""FunctionDef"",""lineno"":152,""end_lineno"":200}],""lineno"":193,""end_lineno"":196}]}"
sympy__sympy-24213,sympy/sympy,e8c22f6eac7314be8d92590bfff92ced79ee03e2,"{""diff_locs"":[{""file"":""sympy/physics/units/unitsystem.py"",""diff_nodes"":[{""node_name"":""UnitSystem"",""node_type"":""ClassDef"",""lineno"":18,""end_lineno"":205},{""node_name"":""_collect_factor_and_dimension"",""node_type"":""FunctionDef"",""lineno"":152,""end_lineno"":199}],""lineno"":178,""end_lineno"":178}]}"
